account_id,account_number_masked,bank_name,person_id,city,currency
ACC_0369,XX000369,State Bank of India,SYN_P_0369,Lucknow,INR
ACC_0370,XX000370,ICICI Bank,SYN_P_0370,Dehradun,INR
ACC_0371,XX000371,Bank of Baroda,SYN_P_0371,Jaipur,INR
ACC_0372,XX000372,ICICI Bank,SYN_P_0372,Bhubaneswar,INR
ACC_0373,XX000373,State Bank of India,SYN_P_0373,Meerut,INR
ACC_0374,XX000374,HDFC Bank,SYN_P_0374,Noida,INR
ACC_0375,XX000375,Punjab National Bank,SYN_P_0375,Patna,INR
ACC_0376,XX000376,ICICI Bank,SYN_P_0376,Ahmedabad,INR
ACC_0377,XX000377,ICICI Bank,SYN_P_0377,Bhopal,INR
ACC_0378,XX000378,Punjab National Bank,SYN_P_0378,Delhi,INR
ACC_0379,XX000379,Axis Bank,SYN_P_0379,Chandigarh,INR
ACC_0380,XX000380,State Bank of India,SYN_P_0380,Jaipur,INR
ACC_0381,XX000381,Punjab National Bank,SYN_P_0381,Ghaziabad,INR
ACC_0382,XX000382,ICICI Bank,SYN_P_0382,Meerut,INR
ACC_0383,XX000383,ICICI Bank,SYN_P_0383,Bhopal,INR
ACC_0384,XX000384,ICICI Bank,SYN_P_0384,Noida,INR
ACC_0385,XX000385,Bank of Baroda,SYN_P_0385,Surat,INR
ACC_0386,XX000386,ICICI Bank,SYN_P_0386,Bhopal,INR
ACC_0387,XX000387,Bank of Baroda,SYN_P_0387,Patna,INR
ACC_0388,XX000388,Punjab National Bank,SYN_P_0388,Ranchi,INR
ACC_0389,XX000389,State Bank of India,SYN_P_0389,Noida,INR
ACC_0390,XX000390,State Bank of India,SYN_P_0390,Chandigarh,INR
ACC_0391,XX000391,ICICI Bank,SYN_P_0391,Bhubaneswar,INR
ACC_0392,XX000392,Punjab National Bank,SYN_P_0392,Noida,INR
ACC_0393,XX000393,Bank of Baroda,SYN_P_0393,Nagpur,INR
ACC_0394,XX000394,ICICI Bank,SYN_P_0394,Surat,INR
ACC_0395,XX000395,ICICI Bank,SYN_P_0395,Chandigarh,INR
ACC_0396,XX000396,HDFC Bank,SYN_P_0396,Chennai,INR
ACC_0397,XX000397,Axis Bank,SYN_P_0397,Jaipur,INR
ACC_0398,XX000398,Axis Bank,SYN_P_0398,Noida,INR
ACC_0399,XX000399,State Bank of India,SYN_P_0399,Lucknow,INR
ACC_0400,XX000400,Axis Bank,SYN_P_0400,Hyderabad,INR
ACC_0401,XX000401,State Bank of India,SYN_P_0401,Haridwar,INR
ACC_0402,XX000402,Axis Bank,SYN_P_0402,Chandigarh,INR
ACC_0403,XX000403,State Bank of India,SYN_P_0403,Bhubaneswar,INR
ACC_0404,XX000404,ICICI Bank,SYN_P_0404,Kolkata,INR
ACC_0405,XX000405,Axis Bank,SYN_P_0405,Mumbai,INR
ACC_0406,XX000406,Bank of Baroda,SYN_P_0406,Kolkata,INR
ACC_0407,XX000407,Punjab National Bank,SYN_P_0407,Bhopal,INR
ACC_0408,XX000408,HDFC Bank,SYN_P_0408,Patna,INR
ACC_0409,XX000409,Axis Bank,SYN_P_0409,Mumbai,INR
ACC_0410,XX000410,State Bank of India,SYN_P_0410,Chandigarh,INR
ACC_0411,XX000411,Punjab National Bank,SYN_P_0411,Haridwar,INR
ACC_0412,XX000412,State Bank of India,SYN_P_0412,Lucknow,INR
ACC_0413,XX000413,ICICI Bank,SYN_P_0413,Patna,INR
ACC_0414,XX000414,Punjab National Bank,SYN_P_0414,Hyderabad,INR
ACC_0415,XX000415,Punjab National Bank,SYN_P_0415,Chandigarh,INR
ACC_0416,XX000416,ICICI Bank,SYN_P_0416,Ahmedabad,INR
ACC_0417,XX000417,State Bank of India,SYN_P_0417,Haridwar,INR
ACC_0418,XX000418,Axis Bank,SYN_P_0418,Dehradun,INR
ACC_0419,XX000419,HDFC Bank,SYN_P_0419,Noida,INR
ACC_0420,XX000420,ICICI Bank,SYN_P_0420,Chennai,INR
ACC_0421,XX000421,ICICI Bank,SYN_P_0421,Kolkata,INR
ACC_0422,XX000422,ICICI Bank,SYN_P_0422,Bhubaneswar,INR
ACC_0423,XX000423,Axis Bank,SYN_P_0423,Kanpur,INR
ACC_0424,XX000424,HDFC Bank,SYN_P_0424,Indore,INR
ACC_0425,XX000425,HDFC Bank,SYN_P_0425,Patna,INR
ACC_0426,XX000426,Bank of Baroda,SYN_P_0426,Ahmedabad,INR
ACC_0427,XX000427,HDFC Bank,SYN_P_0427,Chennai,INR
ACC_0428,XX000428,HDFC Bank,SYN_P_0428,Bengaluru,INR
ACC_0429,XX000429,Punjab National Bank,SYN_P_0429,Noida,INR
ACC_0430,XX000430,Bank of Baroda,SYN_P_0430,Pune,INR
ACC_0431,XX000431,State Bank of India,SYN_P_0431,Indore,INR
ACC_0432,XX000432,HDFC Bank,SYN_P_0432,Patna,INR
ACC_0433,XX000433,State Bank of India,SYN_P_0433,Nagpur,INR
ACC_0434,XX000434,Bank of Baroda,SYN_P_0434,Hyderabad,INR
ACC_0435,XX000435,State Bank of India,SYN_P_0435,Mumbai,INR
ACC_0436,XX000436,HDFC Bank,SYN_P_0436,Ranchi,INR
ACC_0437,XX000437,Bank of Baroda,SYN_P_0437,Ahmedabad,INR
ACC_0438,XX000438,Punjab National Bank,SYN_P_0438,Ahmedabad,INR
ACC_0439,XX000439,Axis Bank,SYN_P_0439,Lucknow,INR
ACC_0440,XX000440,Punjab National Bank,SYN_P_0440,Haridwar,INR
ACC_0441,XX000441,ICICI Bank,SYN_P_0441,Nagpur,INR
ACC_0442,XX000442,State Bank of India,SYN_P_0442,Kanpur,INR
ACC_0443,XX000443,Punjab National Bank,SYN_P_0443,Chennai,INR
ACC_0444,XX000444,Bank of Baroda,SYN_P_0444,Bengaluru,INR
ACC_0445,XX000445,HDFC Bank,SYN_P_0445,Chandigarh,INR
ACC_0446,XX000446,State Bank of India,SYN_P_0446,Chandigarh,INR
ACC_0447,XX000447,Bank of Baroda,SYN_P_0447,Haridwar,INR
ACC_0448,XX000448,ICICI Bank,SYN_P_0448,Ranchi,INR
ACC_0449,XX000449,ICICI Bank,SYN_P_0449,Lucknow,INR
ACC_0450,XX000450,State Bank of India,SYN_P_0450,Surat,INR
ACC_0451,XX000451,Bank of Baroda,SYN_P_0451,Noida,INR
ACC_0452,XX000452,ICICI Bank,SYN_P_0452,Chennai,INR
ACC_0453,XX000453,Punjab National Bank,SYN_P_0453,Ahmedabad,INR
ACC_0454,XX000454,Bank of Baroda,SYN_P_0454,Ahmedabad,INR
ACC_0455,XX000455,State Bank of India,SYN_P_0455,Chennai,INR
ACC_0456,XX000456,Punjab National Bank,SYN_P_0456,Hyderabad,INR
ACC_0457,XX000457,HDFC Bank,SYN_P_0457,Lucknow,INR
ACC_0458,XX000458,ICICI Bank,SYN_P_0458,Nagpur,INR
ACC_0459,XX000459,State Bank of India,SYN_P_0459,Chandigarh,INR
ACC_0460,XX000460,State Bank of India,SYN_P_0460,Dehradun,INR
ACC_0461,XX000461,Punjab National Bank,SYN_P_0461,Jaipur,INR
ACC_0462,XX000462,Axis Bank,SYN_P_0462,Mumbai,INR
ACC_0463,XX000463,State Bank of India,SYN_P_0463,Indore,INR
ACC_0464,XX000464,Punjab National Bank,SYN_P_0464,Ghaziabad,INR
ACC_0465,XX000465,State Bank of India,SYN_P_0465,Surat,INR
ACC_0466,XX000466,HDFC Bank,SYN_P_0466,Pune,INR
ACC_0467,XX000467,HDFC Bank,SYN_P_0467,Ghaziabad,INR
ACC_0468,XX000468,ICICI Bank,SYN_P_0468,Chennai,INR
ACC_0469,XX000469,Punjab National Bank,SYN_P_0469,Bhubaneswar,INR
ACC_0470,XX000470,ICICI Bank,SYN_P_0470,Jaipur,INR
ACC_0471,XX000471,Bank of Baroda,SYN_P_0471,Noida,INR
ACC_0472,XX000472,Axis Bank,SYN_P_0472,Dehradun,INR
ACC_0473,XX000473,State Bank of India,SYN_P_0473,Nagpur,INR
ACC_0474,XX000474,Bank of Baroda,SYN_P_0474,Patna,INR
ACC_0475,XX000475,Axis Bank,SYN_P_0475,Bhopal,INR
ACC_0476,XX000476,ICICI Bank,SYN_P_0476,Bhopal,INR
ACC_0477,XX000477,HDFC Bank,SYN_P_0477,Noida,INR
ACC_0478,XX000478,State Bank of India,SYN_P_0478,Ghaziabad,INR
ACC_0479,XX000479,ICICI Bank,SYN_P_0479,Jaipur,INR
ACC_0480,XX000480,Punjab National Bank,SYN_P_0480,Kolkata,INR
ACC_0481,XX000481,ICICI Bank,SYN_P_0481,Bhubaneswar,INR
ACC_0482,XX000482,ICICI Bank,SYN_P_0482,Patna,INR
ACC_0483,XX000483,Axis Bank,SYN_P_0483,Chennai,INR
ACC_0484,XX000484,Bank of Baroda,SYN_P_0484,Jaipur,INR
ACC_0485,XX000485,ICICI Bank,SYN_P_0485,Bengaluru,INR
ACC_0486,XX000486,Axis Bank,SYN_P_0486,Jaipur,INR
ACC_0487,XX000487,ICICI Bank,SYN_P_0487,Mumbai,INR
ACC_0488,XX000488,Punjab National Bank,SYN_P_0488,Haridwar,INR
ACC_0489,XX000489,State Bank of India,SYN_P_0489,Delhi,INR
ACC_0490,XX000490,HDFC Bank,SYN_P_0490,Jaipur,INR
ACC_0491,XX000491,ICICI Bank,SYN_P_0491,Jaipur,INR
ACC_0492,XX000492,State Bank of India,SYN_P_0492,Bhubaneswar,INR
ACC_0493,XX000493,ICICI Bank,SYN_P_0493,Meerut,INR
ACC_0494,XX000494,HDFC Bank,SYN_P_0494,Bhubaneswar,INR
ACC_0495,XX000495,Punjab National Bank,SYN_P_0495,Bengaluru,INR
ACC_0496,XX000496,State Bank of India,SYN_P_0496,Chandigarh,INR
ACC_0497,XX000497,State Bank of India,SYN_P_0497,Ranchi,INR
ACC_0498,XX000498,Punjab National Bank,SYN_P_0498,Bhopal,INR
ACC_0499,XX000499,HDFC Bank,SYN_P_0499,Ranchi,INR
ACC_0500,XX000500,ICICI Bank,SYN_P_0500,Jaipur,INR
ACC_0501,XX000501,Punjab National Bank,SYN_P_0501,Nagpur,INR
ACC_0502,XX000502,Bank of Baroda,SYN_P_0502,Chandigarh,INR
ACC_0503,XX000503,Bank of Baroda,SYN_P_0503,Chennai,INR
ACC_0504,XX000504,Punjab National Bank,SYN_P_0504,Mumbai,INR
ACC_0505,XX000505,Punjab National Bank,SYN_P_0505,Haridwar,INR
ACC_0506,XX000506,Bank of Baroda,SYN_P_0506,Nagpur,INR
ACC_0507,XX000507,ICICI Bank,SYN_P_0507,Surat,INR
ACC_0508,XX000508,HDFC Bank,SYN_P_0508,Chennai,INR
ACC_0509,XX000509,Axis Bank,SYN_P_0509,Indore,INR
ACC_0510,XX000510,Punjab National Bank,SYN_P_0510,Pune,INR
ACC_0511,XX000511,State Bank of India,SYN_P_0511,Haridwar,INR
ACC_0512,XX000512,Bank of Baroda,SYN_P_0512,Dehradun,INR
ACC_0513,XX000513,Bank of Baroda,SYN_P_0513,Pune,INR
ACC_0514,XX000514,HDFC Bank,SYN_P_0514,Hyderabad,INR
ACC_0515,XX000515,Axis Bank,SYN_P_0515,Bengaluru,INR
ACC_0516,XX000516,Bank of Baroda,SYN_P_0516,Surat,INR
ACC_0517,XX000517,State Bank of India,SYN_P_0517,Meerut,INR
ACC_0518,XX000518,State Bank of India,SYN_P_0518,Bhubaneswar,INR
ACC_0519,XX000519,HDFC Bank,SYN_P_0519,Bengaluru,INR
ACC_0520,XX000520,Punjab National Bank,SYN_P_0520,Mumbai,INR
ACC_0521,XX000521,Punjab National Bank,SYN_P_0521,Jaipur,INR
ACC_0522,XX000522,Punjab National Bank,SYN_P_0522,Pune,INR
ACC_0523,XX000523,Bank of Baroda,SYN_P_0523,Mumbai,INR
ACC_0524,XX000524,Punjab National Bank,SYN_P_0524,Ahmedabad,INR
ACC_0525,XX000525,Bank of Baroda,SYN_P_0525,Noida,INR
ACC_0526,XX000526,Axis Bank,SYN_P_0526,Kolkata,INR
ACC_0527,XX000527,Punjab National Bank,SYN_P_0527,Chandigarh,INR
ACC_0528,XX000528,Bank of Baroda,SYN_P_0528,Bhubaneswar,INR
ACC_0529,XX000529,State Bank of India,SYN_P_0529,Lucknow,INR
ACC_0530,XX000530,Punjab National Bank,SYN_P_0530,Delhi,INR
ACC_0531,XX000531,State Bank of India,SYN_P_0531,Dehradun,INR
ACC_0532,XX000532,Punjab National Bank,SYN_P_0532,Chennai,INR
ACC_0533,XX000533,Axis Bank,SYN_P_0533,Kolkata,INR
ACC_0534,XX000534,Bank of Baroda,SYN_P_0534,Kolkata,INR
ACC_0535,XX000535,Punjab National Bank,SYN_P_0535,Bhubaneswar,INR
ACC_0536,XX000536,Punjab National Bank,SYN_P_0536,Ahmedabad,INR
ACC_0537,XX000537,Axis Bank,SYN_P_0537,Haridwar,INR
ACC_0538,XX000538,ICICI Bank,SYN_P_0538,Lucknow,INR
ACC_0539,XX000539,ICICI Bank,SYN_P_0539,Jaipur,INR
ACC_0540,XX000540,HDFC Bank,SYN_P_0540,Mumbai,INR
ACC_0541,XX000541,Punjab National Bank,SYN_P_0541,Chandigarh,INR
ACC_0542,XX000542,ICICI Bank,SYN_P_0542,Nagpur,INR
ACC_0543,XX000543,HDFC Bank,SYN_P_0543,Kolkata,INR
ACC_0544,XX000544,ICICI Bank,SYN_P_0544,Chandigarh,INR
ACC_0545,XX000545,HDFC Bank,SYN_P_0545,Bengaluru,INR
ACC_0546,XX000546,ICICI Bank,SYN_P_0546,Chennai,INR
ACC_0547,XX000547,HDFC Bank,SYN_P_0547,Indore,INR
ACC_0548,XX000548,Axis Bank,SYN_P_0548,Patna,INR
ACC_0549,XX000549,ICICI Bank,SYN_P_0549,Mumbai,INR
ACC_0550,XX000550,Bank of Baroda,SYN_P_0550,Dehradun,INR
ACC_0551,XX000551,State Bank of India,SYN_P_0551,Bengaluru,INR
ACC_0552,XX000552,Bank of Baroda,SYN_P_0552,Bhubaneswar,INR
ACC_0553,XX000553,HDFC Bank,SYN_P_0553,Indore,INR
ACC_0554,XX000554,Axis Bank,SYN_P_0554,Bhubaneswar,INR
ACC_0555,XX000555,Bank of Baroda,SYN_P_0555,Bengaluru,INR
ACC_0556,XX000556,Axis Bank,SYN_P_0556,Surat,INR
ACC_0557,XX000557,ICICI Bank,SYN_P_0557,Kanpur,INR
ACC_0558,XX000558,State Bank of India,SYN_P_0558,Bhubaneswar,INR
ACC_0559,XX000559,ICICI Bank,SYN_P_0559,Pune,INR
ACC_0560,XX000560,Punjab National Bank,SYN_P_0560,Kanpur,INR
ACC_0561,XX000561,Punjab National Bank,SYN_P_0561,Lucknow,INR
ACC_0562,XX000562,State Bank of India,SYN_P_0562,Bhubaneswar,INR
ACC_0563,XX000563,ICICI Bank,SYN_P_0563,Chennai,INR
ACC_0564,XX000564,Bank of Baroda,SYN_P_0564,Bengaluru,INR
ACC_0565,XX000565,Axis Bank,SYN_P_0565,Kanpur,INR
ACC_0566,XX000566,Punjab National Bank,SYN_P_0566,Chennai,INR
ACC_0567,XX000567,HDFC Bank,SYN_P_0567,Indore,INR
ACC_0568,XX000568,Axis Bank,SYN_P_0568,Noida,INR
ACC_0569,XX000569,Axis Bank,SYN_P_0569,Hyderabad,INR
ACC_0570,XX000570,HDFC Bank,SYN_P_0570,Noida,INR
ACC_0571,XX000571,Punjab National Bank,SYN_P_0571,Ghaziabad,INR
ACC_0572,XX000572,HDFC Bank,SYN_P_0572,Patna,INR
ACC_0573,XX000573,Punjab National Bank,SYN_P_0573,Noida,INR
ACC_0574,XX000574,HDFC Bank,SYN_P_0574,Delhi,INR
ACC_0575,XX000575,Axis Bank,SYN_P_0575,Ahmedabad,INR
ACC_0576,XX000576,Bank of Baroda,SYN_P_0576,Lucknow,INR
ACC_0577,XX000577,Punjab National Bank,SYN_P_0577,Indore,INR
ACC_0578,XX000578,Bank of Baroda,SYN_P_0578,Chandigarh,INR
ACC_0579,XX000579,HDFC Bank,SYN_P_0579,Ghaziabad,INR
ACC_0580,XX000580,Punjab National Bank,SYN_P_0580,Ranchi,INR
ACC_0581,XX000581,ICICI Bank,SYN_P_0581,Lucknow,INR
ACC_0582,XX000582,ICICI Bank,SYN_P_0582,Delhi,INR
ACC_0583,XX000583,ICICI Bank,SYN_P_0583,Jaipur,INR
ACC_0584,XX000584,ICICI Bank,SYN_P_0584,Hyderabad,INR
ACC_0585,XX000585,State Bank of India,SYN_P_0585,Surat,INR
ACC_0586,XX000586,State Bank of India,SYN_P_0586,Pune,INR
ACC_0587,XX000587,Axis Bank,SYN_P_0587,Noida,INR
ACC_0588,XX000588,Axis Bank,SYN_P_0588,Bhopal,INR
ACC_0589,XX000589,Punjab National Bank,SYN_P_0589,Indore,INR
ACC_0590,XX000590,HDFC Bank,SYN_P_0590,Patna,INR
ACC_0591,XX000591,Punjab National Bank,SYN_P_0591,Bhopal,INR
ACC_0592,XX000592,Axis Bank,SYN_P_0592,Bengaluru,INR
ACC_0593,XX000593,Bank of Baroda,SYN_P_0593,Patna,INR
ACC_0594,XX000594,HDFC Bank,SYN_P_0594,Bengaluru,INR
ACC_0595,XX000595,HDFC Bank,SYN_P_0595,Delhi,INR
ACC_0596,XX000596,Axis Bank,SYN_P_0596,Delhi,INR
ACC_0597,XX000597,State Bank of India,SYN_P_0597,Chennai,INR
ACC_0598,XX000598,HDFC Bank,SYN_P_0598,Chennai,INR
ACC_0599,XX000599,State Bank of India,SYN_P_0599,Ahmedabad,INR
ACC_0600,XX000600,Axis Bank,SYN_P_0600,Delhi,INR
ACC_0601,XX000601,ICICI Bank,SYN_P_0601,Delhi,INR
ACC_0602,XX000602,Punjab National Bank,SYN_P_0602,Hyderabad,INR
ACC_0603,XX000603,Bank of Baroda,SYN_P_0603,Bhubaneswar,INR
ACC_0604,XX000604,Axis Bank,SYN_P_0604,Dehradun,INR
ACC_0605,XX000605,Bank of Baroda,SYN_P_0605,Chennai,INR
ACC_0606,XX000606,State Bank of India,SYN_P_0606,Haridwar,INR
ACC_0607,XX000607,HDFC Bank,SYN_P_0607,Delhi,INR
ACC_0608,XX000608,State Bank of India,SYN_P_0608,Hyderabad,INR
ACC_0609,XX000609,Axis Bank,SYN_P_0609,Ranchi,INR
ACC_0610,XX000610,State Bank of India,SYN_P_0610,Patna,INR
ACC_0611,XX000611,Bank of Baroda,SYN_P_0611,Ahmedabad,INR
ACC_0612,XX000612,HDFC Bank,SYN_P_0612,Kanpur,INR
ACC_0613,XX000613,State Bank of India,SYN_P_0613,Meerut,INR
ACC_0614,XX000614,HDFC Bank,SYN_P_0614,Meerut,INR
ACC_0615,XX000615,Punjab National Bank,SYN_P_0615,Hyderabad,INR
ACC_0616,XX000616,Punjab National Bank,SYN_P_0616,Lucknow,INR
ACC_0617,XX000617,Axis Bank,SYN_P_0617,Chandigarh,INR
ACC_0618,XX000618,Axis Bank,SYN_P_0618,Jaipur,INR
ACC_0619,XX000619,ICICI Bank,SYN_P_0619,Bhopal,INR
ACC_0620,XX000620,HDFC Bank,SYN_P_0620,Hyderabad,INR
ACC_0621,XX000621,Axis Bank,SYN_P_0621,Dehradun,INR
ACC_0622,XX000622,Bank of Baroda,SYN_P_0622,Pune,INR
ACC_0623,XX000623,Punjab National Bank,SYN_P_0623,Dehradun,INR
ACC_0624,XX000624,HDFC Bank,SYN_P_0624,Nagpur,INR
ACC_0625,XX000625,Bank of Baroda,SYN_P_0625,Ghaziabad,INR
ACC_0626,XX000626,ICICI Bank,SYN_P_0626,Pune,INR
ACC_0627,XX000627,State Bank of India,SYN_P_0627,Nagpur,INR
ACC_0628,XX000628,ICICI Bank,SYN_P_0628,Surat,INR
ACC_0629,XX000629,ICICI Bank,SYN_P_0629,Kolkata,INR
ACC_0630,XX000630,Punjab National Bank,SYN_P_0630,Chandigarh,INR
ACC_0631,XX000631,Punjab National Bank,SYN_P_0631,Ranchi,INR
ACC_0632,XX000632,Punjab National Bank,SYN_P_0632,Chandigarh,INR
ACC_0633,XX000633,State Bank of India,SYN_P_0633,Haridwar,INR
ACC_0634,XX000634,Bank of Baroda,SYN_P_0634,Patna,INR
ACC_0635,XX000635,State Bank of India,SYN_P_0635,Ghaziabad,INR
ACC_0636,XX000636,State Bank of India,SYN_P_0636,Indore,INR
ACC_0637,XX000637,Bank of Baroda,SYN_P_0637,Indore,INR
ACC_0638,XX000638,ICICI Bank,SYN_P_0638,Noida,INR
ACC_0639,XX000639,Axis Bank,SYN_P_0639,Ghaziabad,INR
ACC_0640,XX000640,Axis Bank,SYN_P_0640,Nagpur,INR
ACC_0641,XX000641,Bank of Baroda,SYN_P_0641,Nagpur,INR
ACC_0642,XX000642,Axis Bank,SYN_P_0642,Nagpur,INR
ACC_0643,XX000643,Bank of Baroda,SYN_P_0643,Chennai,INR
ACC_0644,XX000644,Axis Bank,SYN_P_0644,Bengaluru,INR
ACC_0645,XX000645,ICICI Bank,SYN_P_0645,Noida,INR
ACC_0646,XX000646,Axis Bank,SYN_P_0646,Indore,INR
ACC_0647,XX000647,Bank of Baroda,SYN_P_0647,Delhi,INR
ACC_0648,XX000648,HDFC Bank,SYN_P_0648,Ranchi,INR
ACC_0649,XX000649,Bank of Baroda,SYN_P_0649,Kanpur,INR
ACC_0650,XX000650,HDFC Bank,SYN_P_0650,Ghaziabad,INR
ACC_0651,XX000651,Bank of Baroda,SYN_P_0651,Bengaluru,INR
ACC_0652,XX000652,Punjab National Bank,SYN_P_0652,Ahmedabad,INR
ACC_0653,XX000653,Punjab National Bank,SYN_P_0653,Indore,INR
ACC_0654,XX000654,State Bank of India,SYN_P_0654,Mumbai,INR
ACC_0655,XX000655,HDFC Bank,SYN_P_0655,Kolkata,INR
ACC_0656,XX000656,State Bank of India,SYN_P_0656,Meerut,INR
ACC_0657,XX000657,Punjab National Bank,SYN_P_0657,Hyderabad,INR
ACC_0658,XX000658,Punjab National Bank,SYN_P_0658,Noida,INR
ACC_0659,XX000659,ICICI Bank,SYN_P_0659,Chandigarh,INR
ACC_0660,XX000660,Bank of Baroda,SYN_P_0660,Jaipur,INR
ACC_0661,XX000661,Bank of Baroda,SYN_P_0661,Ranchi,INR
ACC_0662,XX000662,Axis Bank,SYN_P_0662,Kolkata,INR
ACC_0663,XX000663,Axis Bank,SYN_P_0663,Bengaluru,INR
ACC_0664,XX000664,ICICI Bank,SYN_P_0664,Dehradun,INR
ACC_0665,XX000665,Axis Bank,SYN_P_0665,Noida,INR
ACC_0666,XX000666,HDFC Bank,SYN_P_0666,Ghaziabad,INR
ACC_0667,XX000667,Punjab National Bank,SYN_P_0667,Patna,INR
ACC_0668,XX000668,Bank of Baroda,SYN_P_0668,Dehradun,INR
ACC_0669,XX000669,Punjab National Bank,SYN_P_0669,Chennai,INR
ACC_0670,XX000670,ICICI Bank,SYN_P_0670,Kolkata,INR
ACC_0671,XX000671,State Bank of India,SYN_P_0671,Patna,INR
ACC_0672,XX000672,HDFC Bank,SYN_P_0672,Noida,INR
ACC_0673,XX000673,ICICI Bank,SYN_P_0673,Kanpur,INR
ACC_0674,XX000674,Axis Bank,SYN_P_0674,Mumbai,INR
ACC_0675,XX000675,ICICI Bank,SYN_P_0675,Delhi,INR
ACC_0676,XX000676,State Bank of India,SYN_P_0676,Jaipur,INR
ACC_0677,XX000677,Punjab National Bank,SYN_P_0677,Kolkata,INR
ACC_0678,XX000678,Punjab National Bank,SYN_P_0678,Lucknow,INR
ACC_0679,XX000679,Punjab National Bank,SYN_P_0679,Ranchi,INR
ACC_0680,XX000680,Punjab National Bank,SYN_P_0680,Nagpur,INR
ACC_0681,XX000681,Punjab National Bank,SYN_P_0681,Ghaziabad,INR
ACC_0682,XX000682,Axis Bank,SYN_P_0682,Haridwar,INR
ACC_0683,XX000683,ICICI Bank,SYN_P_0683,Kanpur,INR
ACC_0684,XX000684,ICICI Bank,SYN_P_0684,Kolkata,INR
ACC_0685,XX000685,Axis Bank,SYN_P_0685,Chandigarh,INR
ACC_0686,XX000686,ICICI Bank,SYN_P_0686,Kolkata,INR
ACC_0687,XX000687,HDFC Bank,SYN_P_0687,Nagpur,INR
ACC_0688,XX000688,HDFC Bank,SYN_P_0688,Patna,INR
ACC_0689,XX000689,State Bank of India,SYN_P_0689,Chennai,INR
ACC_0690,XX000690,Bank of Baroda,SYN_P_0690,Mumbai,INR
ACC_0691,XX000691,Bank of Baroda,SYN_P_0691,Nagpur,INR
ACC_0692,XX000692,HDFC Bank,SYN_P_0692,Bhubaneswar,INR
ACC_0693,XX000693,Axis Bank,SYN_P_0693,Lucknow,INR
ACC_0694,XX000694,Punjab National Bank,SYN_P_0694,Ranchi,INR
ACC_0695,XX000695,ICICI Bank,SYN_P_0695,Bhubaneswar,INR
ACC_0696,XX000696,Punjab National Bank,SYN_P_0696,Ghaziabad,INR
ACC_0697,XX000697,Punjab National Bank,SYN_P_0697,Hyderabad,INR
ACC_0698,XX000698,ICICI Bank,SYN_P_0698,Bhubaneswar,INR
ACC_0699,XX000699,State Bank of India,SYN_P_0699,Pune,INR
ACC_0700,XX000700,ICICI Bank,SYN_P_0700,Noida,INR
ACC_0701,XX000701,ICICI Bank,SYN_P_0701,Meerut,INR
ACC_0702,XX000702,HDFC Bank,SYN_P_0702,Ahmedabad,INR
ACC_0703,XX000703,State Bank of India,SYN_P_0703,Chandigarh,INR
ACC_0704,XX000704,ICICI Bank,SYN_P_0704,Ghaziabad,INR
ACC_0705,XX000705,ICICI Bank,SYN_P_0705,Mumbai,INR
ACC_0706,XX000706,Axis Bank,SYN_P_0706,Bhopal,INR
ACC_0707,XX000707,Axis Bank,SYN_P_0707,Bhopal,INR
ACC_0708,XX000708,HDFC Bank,SYN_P_0708,Bhopal,INR
ACC_0709,XX000709,HDFC Bank,SYN_P_0709,Nagpur,INR
ACC_0710,XX000710,ICICI Bank,SYN_P_0710,Mumbai,INR
ACC_0711,XX000711,ICICI Bank,SYN_P_0711,Delhi,INR
ACC_0712,XX000712,Punjab National Bank,SYN_P_0712,Indore,INR
ACC_0713,XX000713,State Bank of India,SYN_P_0713,Dehradun,INR
ACC_0714,XX000714,HDFC Bank,SYN_P_0714,Surat,INR
ACC_0715,XX000715,Bank of Baroda,SYN_P_0715,Bengaluru,INR
ACC_0716,XX000716,ICICI Bank,SYN_P_0716,Chandigarh,INR
ACC_0717,XX000717,HDFC Bank,SYN_P_0717,Pune,INR
ACC_0718,XX000718,State Bank of India,SYN_P_0718,Chennai,INR
ACC_0719,XX000719,HDFC Bank,SYN_P_0719,Nagpur,INR
ACC_0720,XX000720,Punjab National Bank,SYN_P_0720,Ahmedabad,INR
ACC_0721,XX000721,Punjab National Bank,SYN_P_0721,Kanpur,INR
ACC_0722,XX000722,HDFC Bank,SYN_P_0722,Patna,INR
ACC_0723,XX000723,State Bank of India,SYN_P_0723,Kolkata,INR
ACC_0724,XX000724,Punjab National Bank,SYN_P_0724,Patna,INR
ACC_0725,XX000725,State Bank of India,SYN_P_0725,Nagpur,INR
ACC_0726,XX000726,Punjab National Bank,SYN_P_0726,Ghaziabad,INR
ACC_0727,XX000727,Punjab National Bank,SYN_P_0727,Bhopal,INR
ACC_0728,XX000728,HDFC Bank,SYN_P_0728,Haridwar,INR
ACC_0729,XX000729,State Bank of India,SYN_P_0729,Chandigarh,INR
ACC_0730,XX000730,Axis Bank,SYN_P_0730,Ranchi,INR
ACC_0731,XX000731,State Bank of India,SYN_P_0731,Ghaziabad,INR
ACC_0732,XX000732,ICICI Bank,SYN_P_0732,Ghaziabad,INR
ACC_0733,XX000733,HDFC Bank,SYN_P_0733,Dehradun,INR
ACC_0734,XX000734,ICICI Bank,SYN_P_0734,Lucknow,INR
ACC_0735,XX000735,Punjab National Bank,SYN_P_0735,Nagpur,INR
ACC_0736,XX000736,Axis Bank,SYN_P_0736,Ranchi,INR
