vehicle_id,registration_number,make,model,owner_person_id,source
VEH_0358,KA21DE9789,Mahindra,Bolero,SYN_P_0141,synthetic
VEH_0359,KA27EG6075,Mahindra,Seltos,SYN_P_0973,synthetic
VEH_0360,UK78SJ4325,Honda,Innova,SYN_P_0940,synthetic
VEH_0361,MH26AE8302,Maruti Suzuki,Seltos,SYN_P_0818,synthetic
VEH_0362,WB32QK9043,Mahindra,Bolero,SYN_P_0081,synthetic
VEH_0363,BR12JU8476,Tata,Innova,SYN_P_0610,synthetic
VEH_0364,KA79ZF7800,Hyundai,Creta,SYN_P_0885,synthetic
VEH_0365,TS50VF2565,Mahindra,Innova,SYN_P_0090,synthetic
VEH_0366,RJ21IU9810,Tata,Innova,SYN_P_0137,synthetic
VEH_0367,BR93XG9085,Mahindra,Seltos,SYN_P_0249,synthetic
VEH_0368,GJ10YD9264,Kia,Seltos,SYN_P_0668,synthetic
VEH_0369,KA58FI4397,Honda,Swift,SYN_P_0947,synthetic
VEH_0370,DL10UW8567,Mahindra,Nexon,SYN_P_0818,synthetic
VEH_0371,RJ51BA5105,Maruti Suzuki,Innova,SYN_P_0280,synthetic
VEH_0372,GJ86XO8942,Mahindra,Swift,SYN_P_0170,synthetic
VEH_0373,TN85HW8171,Hyundai,Bolero,SYN_P_0572,synthetic
VEH_0374,UK22AT2646,Hyundai,Nexon,SYN_P_0255,synthetic
VEH_0375,TN95MF2271,Toyota,Seltos,SYN_P_0023,synthetic
VEH_0376,MP35EO6866,Hyundai,Creta,SYN_P_0071,synthetic
VEH_0377,MP69GO1782,Kia,Innova,SYN_P_0211,synthetic
VEH_0378,KA89JO1858,Honda,Swift,SYN_P_0100,synthetic
VEH_0379,KA99GH7138,Hyundai,Creta,SYN_P_0188,synthetic
VEH_0380,DL54AA6523,Kia,Creta,SYN_P_0130,synthetic
VEH_0381,RJ13ZV3750,Toyota,Creta,SYN_P_0091,synthetic
VEH_0382,KA66DK6286,Honda,Innova,SYN_P_0389,synthetic
VEH_0383,WB27RM8010,Maruti Suzuki,Creta,SYN_P_0438,synthetic
VEH_0384,UP46KF1245,Mahindra,Innova,SYN_P_0648,synthetic
VEH_0385,DL50GO4606,Maruti Suzuki,Innova,SYN_P_0571,synthetic
VEH_0386,MP80LB2103,Hyundai,Bolero,SYN_P_0618,synthetic
VEH_0387,WB64DW9784,Kia,Seltos,SYN_P_0352,synthetic
VEH_0388,MH13TK7366,Toyota,Seltos,SYN_P_0273,synthetic
VEH_0389,GJ23UY6209,Kia,Innova,SYN_P_0988,synthetic
VEH_0390,UP43AT8354,Mahindra,City,SYN_P_0477,synthetic
VEH_0391,TN76WA4811,Maruti Suzuki,City,SYN_P_0255,synthetic
VEH_0392,MH31XN4990,Honda,Swift,SYN_P_0123,synthetic
VEH_0393,UK48PJ4309,Hyundai,Bolero,SYN_P_0419,synthetic
VEH_0394,MP05HX8270,Toyota,Nexon,SYN_P_0275,synthetic
VEH_0395,MH41UZ1648,Honda,Seltos,SYN_P_0850,synthetic
VEH_0396,MP37YA4752,Kia,Innova,SYN_P_0679,synthetic
VEH_0397,GJ32GR1885,Toyota,Creta,SYN_P_0456,synthetic
VEH_0398,WB49QK4007,Mahindra,Innova,SYN_P_0013,synthetic
VEH_0399,UP63CG1853,Toyota,Creta,SYN_P_0419,synthetic
VEH_0400,UK12FS9992,Kia,Seltos,SYN_P_0419,synthetic
VEH_0401,RJ65CN8652,Tata,Creta,SYN_P_0405,synthetic
VEH_0402,RJ55FT5079,Tata,Nexon,SYN_P_0919,synthetic
VEH_0403,MP26IZ8883,Maruti Suzuki,Nexon,SYN_P_0816,synthetic
VEH_0404,KA22PO7925,Honda,City,SYN_P_0888,synthetic
VEH_0405,UK62AY7249,Mahindra,Seltos,SYN_P_0171,synthetic
VEH_0406,MH77RE3878,Tata,Bolero,SYN_P_0950,synthetic
VEH_0407,MH59JM8878,Maruti Suzuki,Nexon,SYN_P_0280,synthetic
VEH_0408,BR61GE4106,Maruti Suzuki,Swift,SYN_P_1026,synthetic
VEH_0409,BR93LP7628,Mahindra,Bolero,SYN_P_0765,synthetic
VEH_0410,KA63JU2167,Mahindra,Swift,SYN_P_0255,synthetic
VEH_0411,KA73FG8148,Tata,Seltos,SYN_P_0714,synthetic
VEH_0412,TN91PU7032,Toyota,Swift,SYN_P_0790,synthetic
VEH_0413,KA95HH8827,Maruti Suzuki,Seltos,SYN_P_0741,synthetic
VEH_0414,MP91VA3422,Tata,City,SYN_P_0933,synthetic
VEH_0415,MP19IH3644,Maruti Suzuki,Swift,SYN_P_0190,synthetic
VEH_0416,MP92MM2316,Honda,Creta,SYN_P_0867,synthetic
VEH_0417,UK55IW5951,Honda,City,SYN_P_0784,synthetic
VEH_0418,WB40XN2456,Maruti Suzuki,Innova,SYN_P_0706,synthetic
VEH_0419,UK35XG7520,Toyota,Nexon,SYN_P_0014,synthetic
VEH_0420,UK63AD2144,Kia,Innova,SYN_P_0856,synthetic
VEH_0421,TN54UJ8060,Hyundai,Creta,SYN_P_0768,synthetic
VEH_0422,UK91EG8970,Hyundai,City,SYN_P_0226,synthetic
VEH_0423,TS73GF4292,Maruti Suzuki,Innova,SYN_P_0375,synthetic
VEH_0424,RJ34NO2789,Kia,Innova,SYN_P_0341,synthetic
VEH_0425,UP38CM3042,Tata,Swift,SYN_P_0701,synthetic
VEH_0426,DL75HP8949,Toyota,Seltos,SYN_P_0207,synthetic
VEH_0427,DL08IY1118,Toyota,City,SYN_P_0086,synthetic
VEH_0428,UP28QZ1118,Mahindra,City,SYN_P_0545,synthetic
VEH_0429,TS61YK8036,Tata,Nexon,SYN_P_0703,synthetic
VEH_0430,GJ31LV7528,Mahindra,City,SYN_P_0118,synthetic
VEH_0431,GJ43ZD1050,Mahindra,Seltos,SYN_P_0823,synthetic
VEH_0432,BR18AT3013,Kia,City,SYN_P_0573,synthetic
VEH_0433,BR97HL8404,Honda,Innova,SYN_P_0974,synthetic
VEH_0434,TN53VG1051,Toyota,Seltos,SYN_P_0660,synthetic
VEH_0435,DL82LB6333,Toyota,Bolero,SYN_P_0479,synthetic
VEH_0436,WB63MX2333,Tata,Bolero,SYN_P_0976,synthetic
VEH_0437,MP90DX7305,Tata,City,SYN_P_0400,synthetic
VEH_0438,BR19QS9267,Maruti Suzuki,Creta,SYN_P_1020,synthetic
VEH_0439,UP39VR8648,Hyundai,Bolero,SYN_P_0237,synthetic
VEH_0440,TS85RH4987,Hyundai,Creta,SYN_P_0184,synthetic
VEH_0441,UP56WA3625,Tata,Bolero,SYN_P_0575,synthetic
VEH_0442,RJ93IV8803,Toyota,Swift,SYN_P_0279,synthetic
VEH_0443,TN82XP2481,Kia,Innova,SYN_P_0682,synthetic
VEH_0444,RJ74YT2059,Toyota,Nexon,SYN_P_0773,synthetic
VEH_0445,BR96XX7252,Toyota,Innova,SYN_P_0895,synthetic
VEH_0446,RJ29ID5767,Maruti Suzuki,Swift,SYN_P_0183,synthetic
VEH_0447,GJ95SG2902,Honda,Nexon,SYN_P_0261,synthetic
VEH_0448,GJ49SX1027,Tata,Swift,SYN_P_0389,synthetic
VEH_0449,KA55KY6980,Kia,Innova,SYN_P_0259,synthetic
VEH_0450,TN85TS4639,Maruti Suzuki,Bolero,SYN_P_0019,synthetic
VEH_0451,TN59KE5863,Kia,Creta,SYN_P_1024,synthetic
VEH_0452,MP59ET5643,Hyundai,Innova,SYN_P_0071,synthetic
VEH_0453,WB41JQ3022,Tata,Seltos,SYN_P_0980,synthetic
VEH_0454,MP28PJ7171,Maruti Suzuki,Seltos,SYN_P_0683,synthetic
VEH_0455,UK92GX4687,Toyota,Innova,SYN_P_0108,synthetic
VEH_0456,UK63XM5900,Kia,Innova,SYN_P_0327,synthetic
VEH_0457,DL71MK7921,Toyota,Bolero,SYN_P_0714,synthetic
VEH_0458,KA51CQ5637,Tata,Innova,SYN_P_0400,synthetic
VEH_0459,BR71MD3144,Tata,Seltos,SYN_P_0111,synthetic
VEH_0460,BR39OU3681,Honda,Creta,SYN_P_0905,synthetic
VEH_0461,BR62JE4436,Hyundai,Seltos,SYN_P_0401,synthetic
VEH_0462,BR84AL2670,Toyota,Seltos,SYN_P_0303,synthetic
VEH_0463,KA55VF1922,Maruti Suzuki,Nexon,SYN_P_0971,synthetic
VEH_0464,UK07DQ6545,Honda,Bolero,SYN_P_0305,synthetic
VEH_0465,MP93MH1556,Maruti Suzuki,Creta,SYN_P_0813,synthetic
VEH_0466,TS39WT3826,Toyota,Innova,SYN_P_0769,synthetic
VEH_0467,BR86VC8596,Kia,Seltos,SYN_P_0783,synthetic
VEH_0468,MH81UO7018,Maruti Suzuki,Swift,SYN_P_0239,synthetic
VEH_0469,UP16PU9351,Hyundai,Swift,SYN_P_0983,synthetic
VEH_0470,MH89XD3967,Mahindra,Bolero,SYN_P_0889,synthetic
VEH_0471,MH74ED6328,Maruti Suzuki,Innova,SYN_P_0379,synthetic
VEH_0472,KA90AM9788,Kia,Seltos,SYN_P_1001,synthetic
VEH_0473,UP67SR3033,Kia,Seltos,SYN_P_0425,synthetic
VEH_0474,MP16FT3948,Maruti Suzuki,City,SYN_P_0916,synthetic
VEH_0475,GJ16BE4378,Toyota,Creta,SYN_P_0180,synthetic
VEH_0476,TN33YB2386,Maruti Suzuki,City,SYN_P_0612,synthetic
VEH_0477,GJ70FN1001,Hyundai,Nexon,SYN_P_0095,synthetic
VEH_0478,TN38VR8289,Hyundai,City,SYN_P_1005,synthetic
VEH_0479,BR41QL9818,Honda,Creta,SYN_P_0203,synthetic
VEH_0480,MP06HB4081,Hyundai,Nexon,SYN_P_0441,synthetic
VEH_0481,UK78RG6882,Tata,Creta,SYN_P_0865,synthetic
VEH_0482,UP71II7255,Toyota,Creta,SYN_P_0820,synthetic
VEH_0483,TS11IV7968,Toyota,Creta,SYN_P_0418,synthetic
VEH_0484,UP81XI4156,Toyota,Nexon,SYN_P_0336,synthetic
VEH_0485,KA20KZ8104,Mahindra,Swift,SYN_P_0507,synthetic
VEH_0486,UP35DR2802,Toyota,City,SYN_P_0834,synthetic
VEH_0487,UP43UC6944,Tata,Seltos,SYN_P_0560,synthetic
VEH_0488,UK29IA2604,Mahindra,Creta,SYN_P_0776,synthetic
VEH_0489,UP16FQ6022,Honda,Seltos,SYN_P_1003,synthetic
VEH_0490,UP68LW5620,Honda,Nexon,SYN_P_0203,synthetic
VEH_0491,DL22KY7382,Hyundai,Nexon,SYN_P_0825,synthetic
VEH_0492,TS76EI1155,Toyota,City,SYN_P_0319,synthetic
VEH_0493,MP17EM5380,Maruti Suzuki,Innova,SYN_P_0759,synthetic
VEH_0494,BR32VT7852,Toyota,Bolero,SYN_P_0375,synthetic
VEH_0495,TS46ZO9228,Tata,Nexon,SYN_P_0877,synthetic
VEH_0496,TN92HJ2424,Tata,Bolero,SYN_P_0641,synthetic
VEH_0497,UP82CC4932,Maruti Suzuki,Creta,SYN_P_0118,synthetic
VEH_0498,UP96JR9074,Kia,Seltos,SYN_P_0022,synthetic
VEH_0499,KA87QX3235,Mahindra,Bolero,SYN_P_0256,synthetic
VEH_0500,KA02TG1119,Toyota,Bolero,SYN_P_0707,synthetic
VEH_0501,RJ95VQ1693,Honda,Bolero,SYN_P_0346,synthetic
VEH_0502,MP98QH3864,Maruti Suzuki,Nexon,SYN_P_0274,synthetic
VEH_0503,TN46BN9118,Mahindra,Creta,SYN_P_0765,synthetic
VEH_0504,UP44VH9832,Kia,Seltos,SYN_P_0242,synthetic
VEH_0505,MH39PJ5337,Hyundai,Swift,SYN_P_0807,synthetic
VEH_0506,RJ40UQ1580,Mahindra,City,SYN_P_1000,synthetic
VEH_0507,DL46AT8542,Tata,Nexon,SYN_P_0725,synthetic
VEH_0508,UP01LX4050,Mahindra,Nexon,SYN_P_0019,synthetic
VEH_0509,UP56PG2388,Honda,City,SYN_P_0315,synthetic
VEH_0510,KA16PA3549,Kia,Innova,SYN_P_0513,synthetic
VEH_0511,RJ61ML5903,Tata,Bolero,SYN_P_0374,synthetic
VEH_0512,TN35DO8198,Hyundai,Creta,SYN_P_0725,synthetic
VEH_0513,BR56AL4251,Maruti Suzuki,Creta,SYN_P_0584,synthetic
VEH_0514,DL18MN6426,Maruti Suzuki,Creta,SYN_P_0408,synthetic
VEH_0515,TS86ID7899,Mahindra,City,SYN_P_1015,synthetic
VEH_0516,MP92EK7551,Honda,Innova,SYN_P_0797,synthetic
VEH_0517,UK15DZ1346,Hyundai,Creta,SYN_P_0705,synthetic
VEH_0518,TN02YV4874,Maruti Suzuki,Innova,SYN_P_0701,synthetic
VEH_0519,KA77XA8116,Mahindra,Nexon,SYN_P_0578,synthetic
VEH_0520,TS11YN5059,Honda,Creta,SYN_P_0383,synthetic
VEH_0521,RJ36YD5317,Toyota,Creta,SYN_P_0879,synthetic
VEH_0522,RJ61WZ2688,Toyota,Innova,SYN_P_1029,synthetic
VEH_0523,WB24GS3436,Hyundai,Swift,SYN_P_0271,synthetic
VEH_0524,KA05IG3395,Mahindra,Swift,SYN_P_0409,synthetic
VEH_0525,UP07MN9601,Tata,Innova,SYN_P_0474,synthetic
VEH_0526,RJ44NP2005,Honda,Bolero,SYN_P_0106,synthetic
VEH_0527,MH15IL5596,Tata,Innova,SYN_P_0857,synthetic
VEH_0528,RJ41BF1669,Maruti Suzuki,Swift,SYN_P_0659,synthetic
VEH_0529,RJ37PI2650,Mahindra,Creta,SYN_P_0517,synthetic
VEH_0530,TS47KJ2827,Maruti Suzuki,Innova,SYN_P_0028,synthetic
VEH_0531,MP71YE6426,Tata,Innova,SYN_P_0741,synthetic
VEH_0532,BR76QT7088,Hyundai,Innova,SYN_P_0566,synthetic
VEH_0533,RJ75MC2742,Hyundai,Innova,SYN_P_0247,synthetic
VEH_0534,DL76UG4160,Toyota,Bolero,SYN_P_0203,synthetic
VEH_0535,UP70TK5939,Toyota,Bolero,SYN_P_0414,synthetic
VEH_0536,TN93EB3094,Hyundai,Bolero,SYN_P_0518,synthetic
VEH_0537,TN45LO2923,Mahindra,Swift,SYN_P_0989,synthetic
VEH_0538,KA68QZ1358,Hyundai,City,SYN_P_0562,synthetic
VEH_0539,BR17JB1996,Kia,Innova,SYN_P_0390,synthetic
VEH_0540,BR51PV9723,Kia,City,SYN_P_0154,synthetic
VEH_0541,UK57YQ7293,Honda,Seltos,SYN_P_0800,synthetic
VEH_0542,KA78IG4015,Maruti Suzuki,Creta,SYN_P_0447,synthetic
VEH_0543,WB90AZ9401,Mahindra,City,SYN_P_0531,synthetic
VEH_0544,MH29JW5399,Honda,Swift,SYN_P_0351,synthetic
VEH_0545,RJ06RH5781,Maruti Suzuki,Innova,SYN_P_0304,synthetic
VEH_0546,MH18IZ1844,Toyota,Creta,SYN_P_0431,synthetic
VEH_0547,TN15AU6692,Toyota,City,SYN_P_0756,synthetic
VEH_0548,GJ11WR5326,Toyota,Creta,SYN_P_0837,synthetic
VEH_0549,WB38KB1170,Kia,Nexon,SYN_P_0450,synthetic
VEH_0550,BR36FI1256,Honda,Innova,SYN_P_0218,synthetic
VEH_0551,BR96WM5216,Kia,Innova,SYN_P_0423,synthetic
VEH_0552,TS29KI4341,Honda,Innova,SYN_P_0810,synthetic
VEH_0553,UK58HX8109,Tata,Creta,SYN_P_0982,synthetic
VEH_0554,UP64FO4031,Kia,Seltos,SYN_P_0361,synthetic
VEH_0555,RJ73PX3955,Toyota,Nexon,SYN_P_0044,synthetic
VEH_0556,MH21FM4077,Maruti Suzuki,Creta,SYN_P_0148,synthetic
VEH_0557,KA32OU7594,Maruti Suzuki,Innova,SYN_P_0282,synthetic
VEH_0558,BR97ZA2633,Mahindra,Bolero,SYN_P_0043,synthetic
VEH_0559,UP02YU1716,Hyundai,Creta,SYN_P_0172,synthetic
VEH_0560,MH19UT1221,Kia,Swift,SYN_P_0218,synthetic
VEH_0561,TN95KW2392,Hyundai,Creta,SYN_P_0984,synthetic
VEH_0562,WB57FJ6435,Mahindra,Creta,SYN_P_0500,synthetic
VEH_0563,DL70WI9906,Maruti Suzuki,Swift,SYN_P_0092,synthetic
VEH_0564,UP70JD9381,Kia,Bolero,SYN_P_0291,synthetic
VEH_0565,DL29AH7998,Mahindra,Creta,SYN_P_0724,synthetic
VEH_0566,MP37HV7303,Toyota,Innova,SYN_P_0231,synthetic
VEH_0567,TS22DH2666,Tata,Nexon,SYN_P_0157,synthetic
VEH_0568,WB43DL2389,Maruti Suzuki,City,SYN_P_0310,synthetic
VEH_0569,UK55QK3971,Toyota,Bolero,SYN_P_0308,synthetic
VEH_0570,MP88JT5702,Tata,Swift,SYN_P_0556,synthetic
VEH_0571,TS85LI2251,Kia,Swift,SYN_P_0305,synthetic
VEH_0572,MP19KE7399,Mahindra,Innova,SYN_P_0980,synthetic
VEH_0573,UP15SN5562,Hyundai,Swift,SYN_P_0662,synthetic
VEH_0574,UK24YM6777,Tata,Bolero,SYN_P_0869,synthetic
VEH_0575,TS89NT6463,Hyundai,Seltos,SYN_P_0504,synthetic
VEH_0576,KA54RP9826,Honda,Bolero,SYN_P_0472,synthetic
VEH_0577,KA11SW7911,Honda,City,SYN_P_0450,synthetic
VEH_0578,BR12HL1046,Hyundai,Seltos,SYN_P_0036,synthetic
VEH_0579,GJ72PE2804,Maruti Suzuki,Nexon,SYN_P_0740,synthetic
VEH_0580,UK38OE7898,Hyundai,Creta,SYN_P_0460,synthetic
VEH_0581,DL96ED3344,Mahindra,Innova,SYN_P_0054,synthetic
VEH_0582,BR55LB2736,Toyota,City,SYN_P_0152,synthetic
VEH_0583,TS77FA3406,Tata,Creta,SYN_P_0162,synthetic
VEH_0584,RJ10AS7823,Hyundai,Seltos,SYN_P_0374,synthetic
VEH_0585,TS96EX9641,Toyota,Nexon,SYN_P_0963,synthetic
VEH_0586,KA93KO1216,Tata,Swift,SYN_P_0320,synthetic
VEH_0587,DL83BT3843,Honda,Creta,SYN_P_0023,synthetic
VEH_0588,KA55VO5227,Honda,City,SYN_P_0627,synthetic
VEH_0589,BR30NF5453,Maruti Suzuki,City,SYN_P_0774,synthetic
VEH_0590,UK96GM1917,Hyundai,Bolero,SYN_P_0377,synthetic
VEH_0591,BR72TC8674,Mahindra,Nexon,SYN_P_0830,synthetic
VEH_0592,KA22BZ7086,Toyota,Bolero,SYN_P_0399,synthetic
VEH_0593,MH14DC6942,Honda,Seltos,SYN_P_0688,synthetic
VEH_0594,DL31JF9873,Maruti Suzuki,Swift,SYN_P_0434,synthetic
VEH_0595,WB02YJ4075,Honda,Creta,SYN_P_0067,synthetic
VEH_0596,RJ35CS1735,Honda,Seltos,SYN_P_0991,synthetic
VEH_0597,DL07KC6056,Maruti Suzuki,Nexon,SYN_P_0579,synthetic
VEH_0598,KA65GK7400,Toyota,Nexon,SYN_P_0266,synthetic
VEH_0599,BR87DK7672,Toyota,City,SYN_P_0207,synthetic
VEH_0600,TN20AS7260,Mahindra,City,SYN_P_0077,synthetic
VEH_0601,MH21EV8587,Maruti Suzuki,Innova,SYN_P_0192,synthetic
VEH_0602,BR30GZ3307,Kia,Innova,SYN_P_0330,synthetic
VEH_0603,TN67XT9573,Kia,Nexon,SYN_P_0917,synthetic
VEH_0604,UK44JL8059,Maruti Suzuki,Innova,SYN_P_0794,synthetic
VEH_0605,RJ27TT2228,Hyundai,City,SYN_P_1019,synthetic
VEH_0606,UP02EY6071,Honda,Seltos,SYN_P_0179,synthetic
VEH_0607,TS13OK3780,Tata,Creta,SYN_P_0140,synthetic
VEH_0608,MH74LL2461,Maruti Suzuki,Creta,SYN_P_0944,synthetic
VEH_0609,MH61IY8242,Toyota,Creta,SYN_P_0254,synthetic
VEH_0610,WB63BL5696,Mahindra,Bolero,SYN_P_0265,synthetic
VEH_0611,TS47QT6138,Tata,Swift,SYN_P_0847,synthetic
VEH_0612,TN58IV1699,Honda,Innova,SYN_P_0117,synthetic
VEH_0613,BR32WR1130,Hyundai,Seltos,SYN_P_0216,synthetic
VEH_0614,MH49FS7541,Kia,Swift,SYN_P_0457,synthetic
VEH_0615,KA60VC6716,Mahindra,Bolero,SYN_P_0953,synthetic
VEH_0616,UP11FX2775,Mahindra,Seltos,SYN_P_0888,synthetic
VEH_0617,RJ52KC6198,Tata,City,SYN_P_0996,synthetic
VEH_0618,RJ90XP2873,Tata,Bolero,SYN_P_0079,synthetic
VEH_0619,TN20PE4497,Tata,City,SYN_P_0065,synthetic
VEH_0620,WB49BZ6922,Kia,Bolero,SYN_P_0970,synthetic
VEH_0621,RJ07GA7929,Tata,Nexon,SYN_P_0361,synthetic
VEH_0622,UP19CI7636,Maruti Suzuki,Nexon,SYN_P_0925,synthetic
VEH_0623,KA68GV5250,Hyundai,Seltos,SYN_P_0111,synthetic
VEH_0624,UP55KY5864,Hyundai,Creta,SYN_P_0716,synthetic
VEH_0625,KA62PR3632,Toyota,Bolero,SYN_P_0727,synthetic
VEH_0626,BR74MA4253,Maruti Suzuki,Innova,SYN_P_0297,synthetic
VEH_0627,GJ86XX6185,Maruti Suzuki,Creta,SYN_P_0940,synthetic
VEH_0628,UK64KD7658,Tata,City,SYN_P_0008,synthetic
VEH_0629,TS17UO2596,Maruti Suzuki,Creta,SYN_P_0385,synthetic
VEH_0630,KA90RY3721,Honda,Bolero,SYN_P_0443,synthetic
VEH_0631,GJ27GV1235,Tata,Seltos,SYN_P_0746,synthetic
VEH_0632,DL39JQ3043,Toyota,Bolero,SYN_P_0934,synthetic
VEH_0633,KA53LL9887,Mahindra,City,SYN_P_0688,synthetic
VEH_0634,UP23ON7113,Hyundai,City,SYN_P_0334,synthetic
VEH_0635,TN56MJ8167,Toyota,Nexon,SYN_P_0204,synthetic
VEH_0636,UP14CU1269,Honda,Bolero,SYN_P_0213,synthetic
VEH_0637,TS96YT9924,Maruti Suzuki,Innova,SYN_P_0910,synthetic
VEH_0638,TN75ZB5749,Kia,Bolero,SYN_P_0434,synthetic
VEH_0639,RJ59RM2875,Hyundai,Seltos,SYN_P_0962,synthetic
VEH_0640,UP45ZO7765,Kia,Innova,SYN_P_0811,synthetic
VEH_0641,DL48ZH9315,Tata,Nexon,SYN_P_0542,synthetic
VEH_0642,MH54VH1068,Mahindra,Swift,SYN_P_0032,synthetic
VEH_0643,DL20ZL9502,Kia,Innova,SYN_P_0651,synthetic
VEH_0644,GJ22SN4962,Honda,Bolero,SYN_P_0395,synthetic
VEH_0645,WB83MB8030,Hyundai,Innova,SYN_P_0800,synthetic
VEH_0646,BR23MK9475,Hyundai,Bolero,SYN_P_0474,synthetic
VEH_0647,UP91ZE9261,Maruti Suzuki,Innova,SYN_P_0803,synthetic
VEH_0648,MP34RF6282,Hyundai,Swift,SYN_P_0192,synthetic
VEH_0649,DL56AU3507,Maruti Suzuki,City,SYN_P_0162,synthetic
VEH_0650,WB49AX3138,Mahindra,Innova,SYN_P_0734,synthetic
VEH_0651,UK31UH5864,Hyundai,City,SYN_P_0503,synthetic
VEH_0652,BR49YI1847,Tata,Swift,SYN_P_0295,synthetic
VEH_0653,MP03US2694,Maruti Suzuki,Bolero,SYN_P_0252,synthetic
VEH_0654,UP19JI3959,Maruti Suzuki,Swift,SYN_P_1013,synthetic
VEH_0655,GJ27MD9045,Kia,Swift,SYN_P_0848,synthetic
VEH_0656,UP63UC4445,Toyota,Bolero,SYN_P_0769,synthetic
VEH_0657,GJ82OZ3639,Hyundai,Nexon,SYN_P_0021,synthetic
VEH_0658,UK85SU1515,Maruti Suzuki,Nexon,SYN_P_0711,synthetic
VEH_0659,TS79TR1082,Hyundai,City,SYN_P_0522,synthetic
VEH_0660,UP25TA9781,Maruti Suzuki,City,SYN_P_0313,synthetic
VEH_0661,RJ47DG1483,Tata,Creta,SYN_P_0451,synthetic
VEH_0662,UP94WE5384,Tata,Bolero,SYN_P_0409,synthetic
VEH_0663,UP45WR5822,Mahindra,Innova,SYN_P_1016,synthetic
VEH_0664,KA66MG5097,Hyundai,Creta,SYN_P_0576,synthetic
VEH_0665,KA14SZ6105,Hyundai,Seltos,SYN_P_0422,synthetic
VEH_0666,BR63NO7942,Honda,Innova,SYN_P_0557,synthetic
VEH_0667,GJ80DT7275,Mahindra,Creta,SYN_P_0723,synthetic
VEH_0668,GJ81CO3740,Maruti Suzuki,City,SYN_P_0519,synthetic
VEH_0669,WB53JT9691,Tata,Bolero,SYN_P_0062,synthetic
VEH_0670,UP24ZK8035,Kia,Creta,SYN_P_0733,synthetic
VEH_0671,RJ10GV7089,Tata,Creta,SYN_P_0644,synthetic
VEH_0672,UP02KW1178,Toyota,Nexon,SYN_P_0438,synthetic
VEH_0673,TS73ZK4811,Honda,Swift,SYN_P_0790,synthetic
VEH_0674,MH78GQ4562,Maruti Suzuki,City,SYN_P_0570,synthetic
VEH_0675,BR78ZV2225,Honda,Innova,SYN_P_0864,synthetic
VEH_0676,MP97NK6244,Hyundai,Creta,SYN_P_0102,synthetic
VEH_0677,TS64BI7901,Maruti Suzuki,Swift,SYN_P_0928,synthetic
VEH_0678,UK77KS7272,Hyundai,City,SYN_P_0044,synthetic
VEH_0679,MH03UZ1076,Mahindra,Nexon,SYN_P_0269,synthetic
VEH_0680,KA05RQ1640,Tata,Innova,SYN_P_0034,synthetic
VEH_0681,UP61DZ7800,Toyota,Nexon,SYN_P_0563,synthetic
VEH_0682,GJ97LM2306,Honda,Seltos,SYN_P_0642,synthetic
VEH_0683,TS79BM5889,Toyota,Bolero,SYN_P_1011,synthetic
VEH_0684,MP16LT2683,Maruti Suzuki,Creta,SYN_P_0098,synthetic
VEH_0685,DL18DK8138,Hyundai,Creta,SYN_P_0181,synthetic
VEH_0686,RJ93ZL9807,Maruti Suzuki,Innova,SYN_P_0108,synthetic
VEH_0687,MH06DB5985,Maruti Suzuki,Nexon,SYN_P_0675,synthetic
VEH_0688,BR79ZZ7218,Tata,Innova,SYN_P_0349,synthetic
VEH_0689,UK75OD3069,Tata,Seltos,SYN_P_0304,synthetic
VEH_0690,WB53UO3004,Honda,City,SYN_P_0493,synthetic
VEH_0691,WB62VP5596,Tata,Seltos,SYN_P_0989,synthetic
VEH_0692,RJ12IY5853,Toyota,Swift,SYN_P_0723,synthetic
VEH_0693,TN32VU4373,Toyota,Swift,SYN_P_0154,synthetic
VEH_0694,TS08GA4541,Mahindra,Seltos,SYN_P_0789,synthetic
VEH_0695,RJ63DK4418,Kia,City,SYN_P_0642,synthetic
VEH_0696,MH91OU3523,Kia,City,SYN_P_0217,synthetic
VEH_0697,UK29LM8412,Kia,City,SYN_P_0416,synthetic
VEH_0698,KA25CI7931,Hyundai,Innova,SYN_P_0630,synthetic
VEH_0699,WB83DE8552,Maruti Suzuki,Innova,SYN_P_0226,synthetic
VEH_0700,RJ03OF5370,Maruti Suzuki,Bolero,SYN_P_0928,synthetic
VEH_0701,GJ34DR2377,Tata,Bolero,SYN_P_0435,synthetic
VEH_0702,UK51QN9321,Tata,Swift,SYN_P_0904,synthetic
VEH_0703,MH48DB7267,Toyota,Bolero,SYN_P_0398,synthetic
VEH_0704,MH25MF5520,Honda,City,SYN_P_1011,synthetic
VEH_0705,TN56DV1817,Toyota,Creta,SYN_P_0228,synthetic
VEH_0706,RJ15BB5361,Hyundai,Swift,SYN_P_0207,synthetic
VEH_0707,MH29TW7628,Mahindra,Bolero,SYN_P_0208,synthetic
VEH_0708,RJ94WI9112,Hyundai,Creta,SYN_P_0417,synthetic
VEH_0709,GJ82JW5718,Toyota,Swift,SYN_P_0194,synthetic
VEH_0710,UK65WT8811,Toyota,Nexon,SYN_P_0489,synthetic
VEH_0711,UK41VC3730,Hyundai,Nexon,SYN_P_0933,synthetic
VEH_0712,UK02VP8011,Tata,Swift,SYN_P_0364,synthetic
VEH_0713,MH10FV1159,Honda,Nexon,SYN_P_0971,synthetic
