person_id,full_name,first_name,last_name,gender,city,state
SYN_P_0313,Atharv Pillai,Atharv,Pillai,Male,Chennai,Tamil Nadu
SYN_P_0314,Snehal Rathore,Snehal,Rathore,Female,Ghaziabad,Uttar Pradesh
SYN_P_0315,Rahul Negi,Rahul,Negi,Male,Vijayawada,Andhra Pradesh
SYN_P_0316,Aditi Bhatia,Aditi,Bhatia,Female,Mumbai,Maharashtra
SYN_P_0317,Ayush Sengupta,Ayush,Sengupta,Male,Vadodara,Gujarat
SYN_P_0318,Nandini Joseph,Nandini,Joseph,Female,Patna,Bihar
SYN_P_0319,Naveen Nair,Naveen,Nair,Male,Srinagar,Jammu and Kashmir
SYN_P_0320,Jyoti Kapoor,Jyoti,Kapoor,Female,Hyderabad,Telangana
SYN_P_0321,Parth Kulkarni,Parth,Kulkarni,Male,Noida,Uttar Pradesh
SYN_P_0322,Neha Banerjee,Neha,Banerjee,Female,Raipur,Chhattisgarh
SYN_P_0323,Nikhil Vora,Nikhil,Vora,Male,Delhi,Delhi
SYN_P_0324,Diya Dixit,Diya,Dixit,Female,Surat,Gujarat
SYN_P_0325,Ishaan Madan,Ishaan,Madan,Male,Chandigarh,Chandigarh
SYN_P_0326,Tanvi Roy,Tanvi,Roy,Female,Ludhiana,Punjab
SYN_P_0327,Deepak Sharma,Deepak,Sharma,Male,Mysuru,Karnataka
SYN_P_0328,Manvi Menon,Manvi,Menon,Female,Kanpur,Uttar Pradesh
SYN_P_0329,Vihaan Sethi,Vihaan,Sethi,Male,Bhopal,Madhya Pradesh
SYN_P_0330,Pooja Pawar,Pooja,Pawar,Female,Meerut,Uttar Pradesh
SYN_P_0331,Mohit Dutta,Mohit,Dutta,Male,Ahmedabad,Gujarat
SYN_P_0332,Anjali Trivedi,Anjali,Trivedi,Female,Haldwani,Uttarakhand
SYN_P_0333,Vivek Prasad,Vivek,Prasad,Male,Amritsar,Punjab
SYN_P_0334,Sanya Bhardwaj,Sanya,Bhardwaj,Female,Bengaluru,Karnataka
SYN_P_0335,Shivam Karmakar,Shivam,Karmakar,Male,Lucknow,Uttar Pradesh
SYN_P_0336,Trisha Singh,Trisha,Singh,Female,Indore,Madhya Pradesh
SYN_P_0337,Vikram Das,Vikram,Das,Male,Kota,Rajasthan
SYN_P_0338,Simran Saxena,Simran,Saxena,Female,Thiruvananthapuram,Kerala
SYN_P_0339,Harsh Patil,Harsh,Patil,Male,Dehradun,Uttarakhand
SYN_P_0340,Payal Sinha,Payal,Sinha,Female,Gurugram,Haryana
SYN_P_0341,Piyush Shukla,Piyush,Shukla,Male,Nashik,Maharashtra
SYN_P_0342,Preeti Khatri,Preeti,Khatri,Female,Udaipur,Rajasthan
SYN_P_0343,Nitin Suri,Nitin,Suri,Male,Bhubaneswar,Odisha
SYN_P_0344,Kavya D'Souza,Kavya,D'Souza,Female,Thane,Maharashtra
SYN_P_0345,Siddharth Mehta,Siddharth,Mehta,Male,Kochi,Kerala
SYN_P_0346,Avni Mukherjee,Avni,Mukherjee,Female,Agra,Uttar Pradesh
SYN_P_0347,Kunal Tiwari,Kunal,Tiwari,Male,Guwahati,Assam
SYN_P_0348,Palak Shetty,Palak,Shetty,Female,Nagpur,Maharashtra
SYN_P_0349,Sanjay Yadav,Sanjay,Yadav,Male,Jodhpur,Rajasthan
SYN_P_0350,Vanshika Choudhary,Vanshika,Choudhary,Female,Kolkata,West Bengal
SYN_P_0351,Aditya Oberoi,Aditya,Oberoi,Male,Navi Mumbai,Maharashtra
SYN_P_0352,Sneha Lal,Sneha,Lal,Female,Coimbatore,Tamil Nadu
SYN_P_0353,Abhishek Varghese,Abhishek,Varghese,Male,Varanasi,Uttar Pradesh
SYN_P_0354,Radhika Shah,Radhika,Shah,Female,Visakhapatnam,Andhra Pradesh
SYN_P_0355,Gaurav Agarwal,Gaurav,Agarwal,Male,Pune,Maharashtra
SYN_P_0356,Srishti Tripathi,Srishti,Tripathi,Female,Jaipur,Rajasthan
SYN_P_0357,Tarun Hegde,Tarun,Hegde,Male,Ranchi,Jharkhand
SYN_P_0358,Aanya Chauhan,Aanya,Chauhan,Female,Jammu,Jammu and Kashmir
SYN_P_0359,Karan Bisht,Karan,Bisht,Male,Chennai,Tamil Nadu
SYN_P_0360,Sakshi Ahuja,Sakshi,Ahuja,Female,Ghaziabad,Uttar Pradesh
SYN_P_0361,Dev Ranjan,Dev,Ranjan,Male,Vijayawada,Andhra Pradesh
SYN_P_0362,Sonali Mathew,Sonali,Mathew,Female,Mumbai,Maharashtra
SYN_P_0363,Sameer Rao,Sameer,Rao,Male,Vadodara,Gujarat
SYN_P_0364,Monika Malhotra,Monika,Malhotra,Female,Patna,Bihar
SYN_P_0365,Ujjwal Joshi,Ujjwal,Joshi,Male,Srinagar,Jammu and Kashmir
SYN_P_0366,Isha Krishnan,Isha,Krishnan,Female,Hyderabad,Telangana
SYN_P_0367,Varun Solanki,Varun,Solanki,Male,Noida,Uttar Pradesh
SYN_P_0368,Ishita Bhat,Ishita,Bhat,Female,Raipur,Chhattisgarh
SYN_P_0369,Saurabh Wadhwa,Saurabh,Wadhwa,Male,Delhi,Delhi
SYN_P_0370,Apoorva Bhattacharya,Apoorva,Bhattacharya,Female,Surat,Gujarat
SYN_P_0371,Rajiv Abraham,Rajiv,Abraham,Male,Chandigarh,Chandigarh
SYN_P_0372,Harini Iyer,Harini,Iyer,Female,Ludhiana,Punjab
SYN_P_0373,Arjun Khanna,Arjun,Khanna,Male,Mysuru,Karnataka
SYN_P_0374,Nisha Deshmukh,Nisha,Deshmukh,Female,Kanpur,Uttar Pradesh
SYN_P_0375,Akash Ghosh,Akash,Ghosh,Male,Bhopal,Madhya Pradesh
SYN_P_0376,Swati Desai,Swati,Desai,Female,Meerut,Uttar Pradesh
SYN_P_0377,Shubham Mandal,Shubham,Mandal,Male,Ahmedabad,Gujarat
SYN_P_0378,Ritika Chopra,Ritika,Chopra,Female,Haldwani,Uttarakhand
SYN_P_0379,Lokesh Saha,Lokesh,Saha,Male,Amritsar,Punjab
SYN_P_0380,Ananya Verma,Ananya,Verma,Female,Bengaluru,Karnataka
SYN_P_0381,Ankit Bose,Ankit,Bose,Male,Lucknow,Uttar Pradesh
SYN_P_0382,Muskan Arora,Muskan,Arora,Female,Indore,Madhya Pradesh
SYN_P_0383,Dhruv Jadhav,Dhruv,Jadhav,Male,Kota,Rajasthan
SYN_P_0384,Divya Sarkar,Divya,Sarkar,Female,Thiruvananthapuram,Kerala
SYN_P_0385,Rohit Dubey,Rohit,Dubey,Male,Dehradun,Uttarakhand
SYN_P_0386,Garima Rana,Garima,Rana,Female,Gurugram,Haryana
SYN_P_0387,Meera Fernandes,Meera,Fernandes,Female,Udaipur,Rajasthan
SYN_P_0388,Manish Mehta,Manish,Mehta,Male,Bhubaneswar,Odisha
SYN_P_0389,Mahi Mukherjee,Mahi,Mukherjee,Female,Thane,Maharashtra
SYN_P_0390,Pranav Tiwari,Pranav,Tiwari,Male,Kochi,Kerala
SYN_P_0391,Bhavna Shetty,Bhavna,Shetty,Female,Agra,Uttar Pradesh
SYN_P_0392,Arnav Yadav,Arnav,Yadav,Male,Guwahati,Assam
SYN_P_0393,Lakshmi Choudhary,Lakshmi,Choudhary,Female,Nagpur,Maharashtra
SYN_P_0394,Rohan Oberoi,Rohan,Oberoi,Male,Jodhpur,Rajasthan
SYN_P_0395,Shreya Lal,Shreya,Lal,Female,Kolkata,West Bengal
SYN_P_0396,Yash Varghese,Yash,Varghese,Male,Navi Mumbai,Maharashtra
SYN_P_0397,Komal Shah,Komal,Shah,Female,Coimbatore,Tamil Nadu
SYN_P_0398,Rishabh Agarwal,Rishabh,Agarwal,Male,Varanasi,Uttar Pradesh
SYN_P_0399,Pallavi Tripathi,Pallavi,Tripathi,Female,Visakhapatnam,Andhra Pradesh
SYN_P_0400,Mayank Hegde,Mayank,Hegde,Male,Pune,Maharashtra
SYN_P_0401,Priya Chauhan,Priya,Chauhan,Female,Jaipur,Rajasthan
SYN_P_0402,Amit Bisht,Amit,Bisht,Male,Ranchi,Jharkhand
SYN_P_0403,Tanya Ahuja,Tanya,Ahuja,Female,Jammu,Jammu and Kashmir
SYN_P_0404,Kabir Ranjan,Kabir,Ranjan,Male,Chennai,Tamil Nadu
SYN_P_0405,Shruti Mathew,Shruti,Mathew,Female,Ghaziabad,Uttar Pradesh
SYN_P_0406,Sachin Rao,Sachin,Rao,Male,Vijayawada,Andhra Pradesh
SYN_P_0407,Kirti Malhotra,Kirti,Malhotra,Female,Mumbai,Maharashtra
SYN_P_0408,Aarav Joshi,Aarav,Joshi,Male,Vadodara,Gujarat
SYN_P_0409,Riya Krishnan,Riya,Krishnan,Female,Patna,Bihar
SYN_P_0410,Rajat Solanki,Rajat,Solanki,Male,Srinagar,Jammu and Kashmir
SYN_P_0411,Navya Bhat,Navya,Bhat,Female,Hyderabad,Telangana
SYN_P_0412,Tushar Wadhwa,Tushar,Wadhwa,Male,Noida,Uttar Pradesh
SYN_P_0413,Kritika Bhattacharya,Kritika,Bhattacharya,Female,Raipur,Chhattisgarh
SYN_P_0414,Atharv Abraham,Atharv,Abraham,Male,Delhi,Delhi
SYN_P_0415,Snehal Iyer,Snehal,Iyer,Female,Surat,Gujarat
SYN_P_0416,Rahul Khanna,Rahul,Khanna,Male,Chandigarh,Chandigarh
SYN_P_0417,Aditi Deshmukh,Aditi,Deshmukh,Female,Ludhiana,Punjab
SYN_P_0418,Ayush Ghosh,Ayush,Ghosh,Male,Mysuru,Karnataka
SYN_P_0419,Nandini Desai,Nandini,Desai,Female,Kanpur,Uttar Pradesh
SYN_P_0420,Naveen Mandal,Naveen,Mandal,Male,Bhopal,Madhya Pradesh
SYN_P_0421,Jyoti Chopra,Jyoti,Chopra,Female,Meerut,Uttar Pradesh
SYN_P_0422,Parth Saha,Parth,Saha,Male,Ahmedabad,Gujarat
SYN_P_0423,Neha Verma,Neha,Verma,Female,Haldwani,Uttarakhand
SYN_P_0424,Nikhil Bose,Nikhil,Bose,Male,Amritsar,Punjab
SYN_P_0425,Diya Arora,Diya,Arora,Female,Bengaluru,Karnataka
SYN_P_0426,Ishaan Jadhav,Ishaan,Jadhav,Male,Lucknow,Uttar Pradesh
SYN_P_0427,Tanvi Sarkar,Tanvi,Sarkar,Female,Indore,Madhya Pradesh
SYN_P_0428,Deepak Dubey,Deepak,Dubey,Male,Kota,Rajasthan
SYN_P_0429,Manvi Rana,Manvi,Rana,Female,Thiruvananthapuram,Kerala
SYN_P_0430,Vihaan Kohli,Vihaan,Kohli,Male,Dehradun,Uttarakhand
SYN_P_0431,Pooja Fernandes,Pooja,Fernandes,Female,Gurugram,Haryana
SYN_P_0432,Mohit Gupta,Mohit,Gupta,Male,Nashik,Maharashtra
SYN_P_0433,Anjali Chatterjee,Anjali,Chatterjee,Female,Udaipur,Rajasthan
SYN_P_0434,Vivek Srivastava,Vivek,Srivastava,Male,Bhubaneswar,Odisha
SYN_P_0435,Sanya Naik,Sanya,Naik,Female,Thane,Maharashtra
SYN_P_0436,Shivam Kumar,Shivam,Kumar,Male,Kochi,Kerala
SYN_P_0437,Trisha Agrawal,Trisha,Agrawal,Female,Agra,Uttar Pradesh
SYN_P_0438,Vikram Bedi,Vikram,Bedi,Male,Guwahati,Assam
SYN_P_0439,Simran Mistry,Simran,Mistry,Female,Nagpur,Maharashtra
SYN_P_0440,Harsh Thomas,Harsh,Thomas,Male,Jodhpur,Rajasthan
SYN_P_0441,Payal Patel,Payal,Patel,Female,Kolkata,West Bengal
SYN_P_0442,Piyush Jain,Piyush,Jain,Male,Navi Mumbai,Maharashtra
SYN_P_0443,Preeti Mishra,Preeti,Mishra,Female,Coimbatore,Tamil Nadu
SYN_P_0444,Nitin Gowda,Nitin,Gowda,Male,Varanasi,Uttar Pradesh
SYN_P_0445,Kavya Thakur,Kavya,Thakur,Female,Visakhapatnam,Andhra Pradesh
SYN_P_0446,Siddharth Rawat,Siddharth,Rawat,Male,Pune,Maharashtra
SYN_P_0447,Avni Puri,Avni,Puri,Female,Jaipur,Rajasthan
SYN_P_0448,Kunal Mishra,Kunal,Mishra,Male,Ranchi,Jharkhand
SYN_P_0449,Palak George,Palak,George,Female,Jammu,Jammu and Kashmir
SYN_P_0450,Sanjay Reddy,Sanjay,Reddy,Male,Chennai,Tamil Nadu
SYN_P_0451,Vanshika Bansal,Vanshika,Bansal,Female,Ghaziabad,Uttar Pradesh
SYN_P_0452,Aditya Pandey,Aditya,Pandey,Male,Vijayawada,Andhra Pradesh
SYN_P_0453,Sneha Pillai,Sneha,Pillai,Female,Mumbai,Maharashtra
SYN_P_0454,Abhishek Rathore,Abhishek,Rathore,Male,Vadodara,Gujarat
SYN_P_0455,Radhika Negi,Radhika,Negi,Female,Patna,Bihar
SYN_P_0456,Gaurav Bhatia,Gaurav,Bhatia,Male,Srinagar,Jammu and Kashmir
SYN_P_0457,Srishti Sengupta,Srishti,Sengupta,Female,Hyderabad,Telangana
SYN_P_0458,Tarun Joseph,Tarun,Joseph,Male,Noida,Uttar Pradesh
SYN_P_0459,Aanya Nair,Aanya,Nair,Female,Raipur,Chhattisgarh
SYN_P_0460,Karan Sethi,Karan,Sethi,Male,Delhi,Delhi
SYN_P_0461,Sakshi Kulkarni,Sakshi,Kulkarni,Female,Surat,Gujarat
SYN_P_0462,Dev Banerjee,Dev,Banerjee,Male,Chandigarh,Chandigarh
SYN_P_0463,Sonali Vora,Sonali,Vora,Female,Ludhiana,Punjab
SYN_P_0464,Sameer Dixit,Sameer,Dixit,Male,Mysuru,Karnataka
SYN_P_0465,Monika Madan,Monika,Madan,Female,Kanpur,Uttar Pradesh
SYN_P_0466,Ujjwal Roy,Ujjwal,Roy,Male,Bhopal,Madhya Pradesh
SYN_P_0467,Isha Sharma,Isha,Sharma,Female,Meerut,Uttar Pradesh
SYN_P_0468,Varun Menon,Varun,Menon,Male,Ahmedabad,Gujarat
SYN_P_0469,Ishita Sethi,Ishita,Sethi,Female,Haldwani,Uttarakhand
SYN_P_0470,Saurabh Pawar,Saurabh,Pawar,Male,Amritsar,Punjab
SYN_P_0471,Apoorva Dutta,Apoorva,Dutta,Female,Bengaluru,Karnataka
SYN_P_0472,Rajiv Trivedi,Rajiv,Trivedi,Male,Lucknow,Uttar Pradesh
SYN_P_0473,Harini Prasad,Harini,Prasad,Female,Indore,Madhya Pradesh
SYN_P_0474,Arjun Bhardwaj,Arjun,Bhardwaj,Male,Kota,Rajasthan
SYN_P_0475,Nisha Karmakar,Nisha,Karmakar,Female,Thiruvananthapuram,Kerala
SYN_P_0476,Akash Mehta,Akash,Mehta,Male,Dehradun,Uttarakhand
SYN_P_0477,Swati Das,Swati,Das,Female,Gurugram,Haryana
SYN_P_0478,Shubham Saxena,Shubham,Saxena,Male,Nashik,Maharashtra
SYN_P_0479,Ritika Patil,Ritika,Patil,Female,Udaipur,Rajasthan
SYN_P_0480,Lokesh Sinha,Lokesh,Sinha,Male,Bhubaneswar,Odisha
SYN_P_0481,Ananya Shukla,Ananya,Shukla,Female,Thane,Maharashtra
SYN_P_0482,Ankit Khatri,Ankit,Khatri,Male,Kochi,Kerala
SYN_P_0483,Muskan Suri,Muskan,Suri,Female,Agra,Uttar Pradesh
SYN_P_0484,Dhruv D'Souza,Dhruv,D'Souza,Male,Guwahati,Assam
SYN_P_0485,Divya Patel,Divya,Patel,Female,Nagpur,Maharashtra
SYN_P_0486,Rohit Jain,Rohit,Jain,Male,Jodhpur,Rajasthan
SYN_P_0487,Garima Mishra,Garima,Mishra,Female,Kolkata,West Bengal
SYN_P_0488,Varun Gowda,Varun,Gowda,Male,Navi Mumbai,Maharashtra
SYN_P_0489,Meera Thakur,Meera,Thakur,Female,Coimbatore,Tamil Nadu
SYN_P_0490,Manish Rawat,Manish,Rawat,Male,Varanasi,Uttar Pradesh
SYN_P_0491,Mahi Puri,Mahi,Puri,Female,Visakhapatnam,Andhra Pradesh
SYN_P_0492,Pranav Mishra,Pranav,Mishra,Male,Pune,Maharashtra
SYN_P_0493,Bhavna George,Bhavna,George,Female,Jaipur,Rajasthan
SYN_P_0494,Arnav Reddy,Arnav,Reddy,Male,Ranchi,Jharkhand
SYN_P_0495,Lakshmi Bansal,Lakshmi,Bansal,Female,Jammu,Jammu and Kashmir
SYN_P_0496,Rohan Pandey,Rohan,Pandey,Male,Chennai,Tamil Nadu
SYN_P_0497,Shreya Pillai,Shreya,Pillai,Female,Ghaziabad,Uttar Pradesh
SYN_P_0498,Yash Rathore,Yash,Rathore,Male,Vijayawada,Andhra Pradesh
SYN_P_0499,Komal Negi,Komal,Negi,Female,Mumbai,Maharashtra
SYN_P_0500,Rishabh Bhatia,Rishabh,Bhatia,Male,Vadodara,Gujarat
SYN_P_0501,Pallavi Sengupta,Pallavi,Sengupta,Female,Patna,Bihar
SYN_P_0502,Mayank Joseph,Mayank,Joseph,Male,Srinagar,Jammu and Kashmir
SYN_P_0503,Priya Nair,Priya,Nair,Female,Hyderabad,Telangana
SYN_P_0504,Amit Kapoor,Amit,Kapoor,Male,Noida,Uttar Pradesh
SYN_P_0505,Tanya Kulkarni,Tanya,Kulkarni,Female,Raipur,Chhattisgarh
SYN_P_0506,Kabir Banerjee,Kabir,Banerjee,Male,Delhi,Delhi
SYN_P_0507,Shruti Vora,Shruti,Vora,Female,Surat,Gujarat
SYN_P_0508,Sachin Dixit,Sachin,Dixit,Male,Chandigarh,Chandigarh
SYN_P_0509,Kirti Madan,Kirti,Madan,Female,Ludhiana,Punjab
SYN_P_0510,Aarav Roy,Aarav,Roy,Male,Mysuru,Karnataka
SYN_P_0511,Riya Sharma,Riya,Sharma,Female,Kanpur,Uttar Pradesh
SYN_P_0512,Rajat Menon,Rajat,Menon,Male,Bhopal,Madhya Pradesh
SYN_P_0513,Navya Sethi,Navya,Sethi,Female,Meerut,Uttar Pradesh
SYN_P_0514,Tushar Pawar,Tushar,Pawar,Male,Ahmedabad,Gujarat
SYN_P_0515,Kritika Dutta,Kritika,Dutta,Female,Haldwani,Uttarakhand
SYN_P_0516,Atharv Trivedi,Atharv,Trivedi,Male,Amritsar,Punjab
SYN_P_0517,Snehal Prasad,Snehal,Prasad,Female,Bengaluru,Karnataka
SYN_P_0518,Rahul Bhardwaj,Rahul,Bhardwaj,Male,Lucknow,Uttar Pradesh
SYN_P_0519,Aditi Karmakar,Aditi,Karmakar,Female,Indore,Madhya Pradesh
SYN_P_0520,Ayush Singh,Ayush,Singh,Male,Kota,Rajasthan
SYN_P_0521,Nandini Das,Nandini,Das,Female,Thiruvananthapuram,Kerala
SYN_P_0522,Naveen Saxena,Naveen,Saxena,Male,Dehradun,Uttarakhand
SYN_P_0523,Jyoti Patil,Jyoti,Patil,Female,Gurugram,Haryana
SYN_P_0524,Parth Sinha,Parth,Sinha,Male,Nashik,Maharashtra
SYN_P_0525,Neha Shukla,Neha,Shukla,Female,Udaipur,Rajasthan
SYN_P_0526,Nikhil Khatri,Nikhil,Khatri,Male,Bhubaneswar,Odisha
SYN_P_0527,Diya Suri,Diya,Suri,Female,Thane,Maharashtra
SYN_P_0528,Ishaan D'Souza,Ishaan,D'Souza,Male,Kochi,Kerala
SYN_P_0529,Tanvi Mehta,Tanvi,Mehta,Female,Agra,Uttar Pradesh
SYN_P_0530,Deepak Mukherjee,Deepak,Mukherjee,Male,Guwahati,Assam
SYN_P_0531,Manvi Tiwari,Manvi,Tiwari,Female,Nagpur,Maharashtra
SYN_P_0532,Vihaan Shetty,Vihaan,Shetty,Male,Jodhpur,Rajasthan
SYN_P_0533,Pooja Yadav,Pooja,Yadav,Female,Kolkata,West Bengal
SYN_P_0534,Mohit Choudhary,Mohit,Choudhary,Male,Navi Mumbai,Maharashtra
SYN_P_0535,Anjali Oberoi,Anjali,Oberoi,Female,Coimbatore,Tamil Nadu
SYN_P_0536,Vivek Lal,Vivek,Lal,Male,Varanasi,Uttar Pradesh
SYN_P_0537,Sanya Varghese,Sanya,Varghese,Female,Visakhapatnam,Andhra Pradesh
SYN_P_0538,Shivam Shah,Shivam,Shah,Male,Pune,Maharashtra
SYN_P_0539,Trisha Agarwal,Trisha,Agarwal,Female,Jaipur,Rajasthan
SYN_P_0540,Vikram Tripathi,Vikram,Tripathi,Male,Ranchi,Jharkhand
SYN_P_0541,Simran Hegde,Simran,Hegde,Female,Jammu,Jammu and Kashmir
SYN_P_0542,Harsh Chauhan,Harsh,Chauhan,Male,Chennai,Tamil Nadu
SYN_P_0543,Payal Bisht,Payal,Bisht,Female,Ghaziabad,Uttar Pradesh
SYN_P_0544,Piyush Ahuja,Piyush,Ahuja,Male,Vijayawada,Andhra Pradesh
SYN_P_0545,Preeti Ranjan,Preeti,Ranjan,Female,Mumbai,Maharashtra
SYN_P_0546,Nitin Mathew,Nitin,Mathew,Male,Vadodara,Gujarat
SYN_P_0547,Kavya Rao,Kavya,Rao,Female,Patna,Bihar
SYN_P_0548,Siddharth Malhotra,Siddharth,Malhotra,Male,Srinagar,Jammu and Kashmir
SYN_P_0549,Avni Joshi,Avni,Joshi,Female,Hyderabad,Telangana
SYN_P_0550,Kunal Krishnan,Kunal,Krishnan,Male,Noida,Uttar Pradesh
SYN_P_0551,Palak Solanki,Palak,Solanki,Female,Raipur,Chhattisgarh
SYN_P_0552,Sanjay Bhat,Sanjay,Bhat,Male,Delhi,Delhi
SYN_P_0553,Vanshika Wadhwa,Vanshika,Wadhwa,Female,Surat,Gujarat
SYN_P_0554,Aditya Bhattacharya,Aditya,Bhattacharya,Male,Chandigarh,Chandigarh
SYN_P_0555,Sneha Abraham,Sneha,Abraham,Female,Ludhiana,Punjab
SYN_P_0556,Abhishek Iyer,Abhishek,Iyer,Male,Mysuru,Karnataka
SYN_P_0557,Radhika Khanna,Radhika,Khanna,Female,Kanpur,Uttar Pradesh
SYN_P_0558,Gaurav Deshmukh,Gaurav,Deshmukh,Male,Bhopal,Madhya Pradesh
SYN_P_0559,Srishti Ghosh,Srishti,Ghosh,Female,Meerut,Uttar Pradesh
SYN_P_0560,Tarun Desai,Tarun,Desai,Male,Ahmedabad,Gujarat
SYN_P_0561,Aanya Mandal,Aanya,Mandal,Female,Haldwani,Uttarakhand
SYN_P_0562,Karan Chopra,Karan,Chopra,Male,Amritsar,Punjab
SYN_P_0563,Sakshi Saha,Sakshi,Saha,Female,Bengaluru,Karnataka
SYN_P_0564,Dev Verma,Dev,Verma,Male,Lucknow,Uttar Pradesh
SYN_P_0565,Sonali Bose,Sonali,Bose,Female,Indore,Madhya Pradesh
SYN_P_0566,Sameer Arora,Sameer,Arora,Male,Kota,Rajasthan
SYN_P_0567,Monika Jadhav,Monika,Jadhav,Female,Thiruvananthapuram,Kerala
SYN_P_0568,Ujjwal Sarkar,Ujjwal,Sarkar,Male,Dehradun,Uttarakhand
SYN_P_0569,Isha Dubey,Isha,Dubey,Female,Gurugram,Haryana
SYN_P_0570,Varun Rana,Varun,Rana,Male,Nashik,Maharashtra
SYN_P_0571,Ishita Kohli,Ishita,Kohli,Female,Udaipur,Rajasthan
SYN_P_0572,Saurabh Fernandes,Saurabh,Fernandes,Male,Bhubaneswar,Odisha
SYN_P_0573,Apoorva Gupta,Apoorva,Gupta,Female,Thane,Maharashtra
SYN_P_0574,Rajiv Chatterjee,Rajiv,Chatterjee,Male,Kochi,Kerala
SYN_P_0575,Harini Srivastava,Harini,Srivastava,Female,Agra,Uttar Pradesh
SYN_P_0576,Arjun Naik,Arjun,Naik,Male,Guwahati,Assam
SYN_P_0577,Nisha Kumar,Nisha,Kumar,Female,Nagpur,Maharashtra
SYN_P_0578,Akash Agrawal,Akash,Agrawal,Male,Jodhpur,Rajasthan
SYN_P_0579,Swati Bedi,Swati,Bedi,Female,Kolkata,West Bengal
SYN_P_0580,Shubham Mistry,Shubham,Mistry,Male,Navi Mumbai,Maharashtra
SYN_P_0581,Ritika Thomas,Ritika,Thomas,Female,Coimbatore,Tamil Nadu
SYN_P_0582,Lokesh Shah,Lokesh,Shah,Male,Varanasi,Uttar Pradesh
SYN_P_0583,Ananya Agarwal,Ananya,Agarwal,Female,Visakhapatnam,Andhra Pradesh
SYN_P_0584,Ankit Tripathi,Ankit,Tripathi,Male,Pune,Maharashtra
SYN_P_0585,Muskan Hegde,Muskan,Hegde,Female,Jaipur,Rajasthan
SYN_P_0586,Dhruv Chauhan,Dhruv,Chauhan,Male,Ranchi,Jharkhand
SYN_P_0587,Divya Bisht,Divya,Bisht,Female,Jammu,Jammu and Kashmir
SYN_P_0588,Rohit Ahuja,Rohit,Ahuja,Male,Chennai,Tamil Nadu
SYN_P_0589,Garima Ranjan,Garima,Ranjan,Female,Ghaziabad,Uttar Pradesh
SYN_P_0590,Varun Mathew,Varun,Mathew,Male,Vijayawada,Andhra Pradesh
SYN_P_0591,Meera Rao,Meera,Rao,Female,Mumbai,Maharashtra
SYN_P_0592,Manish Malhotra,Manish,Malhotra,Male,Vadodara,Gujarat
SYN_P_0593,Mahi Joshi,Mahi,Joshi,Female,Patna,Bihar
SYN_P_0594,Pranav Krishnan,Pranav,Krishnan,Male,Srinagar,Jammu and Kashmir
SYN_P_0595,Bhavna Solanki,Bhavna,Solanki,Female,Hyderabad,Telangana
SYN_P_0596,Arnav Bhat,Arnav,Bhat,Male,Noida,Uttar Pradesh
SYN_P_0597,Lakshmi Wadhwa,Lakshmi,Wadhwa,Female,Raipur,Chhattisgarh
SYN_P_0598,Rohan Bhattacharya,Rohan,Bhattacharya,Male,Delhi,Delhi
SYN_P_0599,Shreya Abraham,Shreya,Abraham,Female,Surat,Gujarat
SYN_P_0600,Yash Iyer,Yash,Iyer,Male,Chandigarh,Chandigarh
SYN_P_0601,Komal Khanna,Komal,Khanna,Female,Ludhiana,Punjab
SYN_P_0602,Rishabh Deshmukh,Rishabh,Deshmukh,Male,Mysuru,Karnataka
SYN_P_0603,Pallavi Dutta,Pallavi,Dutta,Female,Kanpur,Uttar Pradesh
SYN_P_0604,Mayank Desai,Mayank,Desai,Male,Bhopal,Madhya Pradesh
SYN_P_0605,Priya Mandal,Priya,Mandal,Female,Meerut,Uttar Pradesh
SYN_P_0606,Amit Chopra,Amit,Chopra,Male,Ahmedabad,Gujarat
SYN_P_0607,Tanya Saha,Tanya,Saha,Female,Haldwani,Uttarakhand
SYN_P_0608,Kabir Singh,Kabir,Singh,Male,Amritsar,Punjab
SYN_P_0609,Shruti Bose,Shruti,Bose,Female,Bengaluru,Karnataka
SYN_P_0610,Sachin Arora,Sachin,Arora,Male,Lucknow,Uttar Pradesh
SYN_P_0611,Kirti Jadhav,Kirti,Jadhav,Female,Indore,Madhya Pradesh
SYN_P_0612,Aarav Sarkar,Aarav,Sarkar,Male,Kota,Rajasthan
SYN_P_0613,Riya Dubey,Riya,Dubey,Female,Thiruvananthapuram,Kerala
SYN_P_0614,Rajat Rana,Rajat,Rana,Male,Dehradun,Uttarakhand
SYN_P_0615,Navya Kohli,Navya,Kohli,Female,Gurugram,Haryana
SYN_P_0616,Tushar Fernandes,Tushar,Fernandes,Male,Nashik,Maharashtra
SYN_P_0617,Kritika Gupta,Kritika,Gupta,Female,Udaipur,Rajasthan
SYN_P_0618,Atharv Chatterjee,Atharv,Chatterjee,Male,Bhubaneswar,Odisha
SYN_P_0619,Snehal Srivastava,Snehal,Srivastava,Female,Thane,Maharashtra
SYN_P_0620,Rahul Naik,Rahul,Naik,Male,Kochi,Kerala
SYN_P_0621,Aditi Kumar,Aditi,Kumar,Female,Agra,Uttar Pradesh
SYN_P_0622,Ayush Agrawal,Ayush,Agrawal,Male,Guwahati,Assam
SYN_P_0623,Nandini Bedi,Nandini,Bedi,Female,Nagpur,Maharashtra
SYN_P_0624,Naveen Mistry,Naveen,Mistry,Male,Jodhpur,Rajasthan
